CG1603 CG33213
CG1603 Su(var)3-7
CG1603 Stat92E
CG1603 CG3065
CG1603 CG9883
CG1603 Bgb
CG1603 CG6854
CG1603 Dip2
CG1603 CG31365
CG1603 CG6689
CG1603 pfk
CG1603 CG3407
CG1603 CG4730
CG1603 stwl
CG1603 Meics
CG1603 CG12659
CG1603 CG6808
CG1603 CG7839
CG1603 Sry-delta
CG1603 CG17153
CG1603 CG11560
CG1603 D1
CG1603 CG17568
CG1603 CG17802
CG1603 CG30020
CG1603 CG9418
CG1603 CG3227
CG1603 CG11504
CG1603 CG15514
CG1603 Dref
CG1603 cg
CG1603 jigr1
CG1603 CG9705
CG1603 trem
CG1603 CTCF
CG1603 BEAF-32
CG1603 CG9793
CG1603 CG1602
CG1603 CG17912
CG1603 TFAM
CG1603 pita
CG1603 hang
CG1603 CG17328
CG1603 CG3281
CG1603 her
CG1603 Chrac-16
CG1603 Nf-YA
CG1603 CG5180
CG7372 da
CG7372 cic
CG7372 chif
CG7372 CG9797
CG7372 CG17829
CG7372 woc
CG7372 Set2
CG7372 CG9705
CG7372 Gug
CG7372 z
CG7372 CG8478
CG7372 Lhr
CG7372 CG17153
CG7372 Su(H)
CG7372 Myb
CG7372 CG7357
CG7372 CG10565
CG7372 CG6905
CG7372 CG7928
CG7372 row
CG7372 CG8944
CG7372 CG17361
CG7372 mod(mdg4)
CG7372 CG6683
CG7372 CG14710
CG7372 CG10267
CG7372 CG3995
CG7372 Dsp1
CG7372 CG1024
CG7372 Su(var)2-10
CG7372 lola
CG7372 MTA1-like
CG7372 CG17612
CG7372 CG8290
CG7372 Jarid2
CG7372 Dip2
CG7372 CG3838
CG7372 polybromo
CG7372 Taf1
CG7372 Dek
CG7372 CG3065
CG7372 CG8924
CG7372 trem
CG7372 psq
CG7372 CG2116
CG7372 Dp
CG7372 MESR4
CG7372 brat
CG7372 osa
CG7372 CG4854
CG7372 CG18011
CG7372 wek
CG7372 CG8359
CG7372 CG10543
CG7372 tgo
CG7372 chm
CG7372 CG17359
CG7372 zf30C
CG7372 Su(var)2-HP2
CG7372 crp
CG7372 CG2199
CG7372 E(var)3-9
CG7372 HmgD
CG7372 Bap170
CG7372 su(Hw)
CG7372 CG12391
CG7372 CG1832
CG7372 CG11560
CG7372 exd
CG7372 CG5245
CG7372 CG11970
CG7372 apt
CG7372 CG14965
CG7372 CG12299
CG7372 CG1603
CG7372 Cenp-C
CG7372 YL-1
CG7372 mxc
CG7372 CG2875
CG7372 CG3847
CG7372 CG15436
CG7372 stc
CG7372 Su(var)3-7
CG7372 CG9883
CG7372 Bgb
CG7372 CG6854
CG7372 D19B
CG7372 CG6654
CG7372 CG31365
CG7372 CG4936
CG7372 Ada2b
CG7372 pfk
CG7372 CG4730
CG7372 stwl
CG7372 CG12155
CG7372 Meics
CG7372 CG12659
CG7372 CG7839
CG7372 Sry-delta
CG7372 BEAF-32
CG7372 D1
CG7372 CG17802
CG7372 CG30020
CG7372 dalao
CG7372 CG3227
CG7372 CG11504
CG7372 CG15514
CG7372 Dref
CG7372 cg
CG7372 pzg
CG7372 jigr1
CG7372 BtbVII
CG7372 Sry-beta
CG7372 Hmr
CG7372 CG17912
CG7372 pita
CG7372 hang
CG7372 CG17328
CG7372 CG3281
CG7372 Nf-YB
CG7372 her
CG7372 Nf-YA
CG7372 Mes2
CG7372 CG1647
CG7372 CG4282
CG7372 Chrac-16
